app_id,genre
431960,Design & Illustration
431960,Photo Editing
431960,Utilities
433340,Action
433340,Adventure
433340,Indie
433340,Simulation
433850,Action
433850,Adventure
433850,Free To Play
433850,Massively Multiplayer
434650,Action
434650,Adventure
434650,Indie
434650,RPG
435150,Adventure
435150,RPG
435150,Strategy
436520,Action
436520,Free To Play
436520,Indie
436520,Massively Multiplayer
437900,Casual
437900,Indie
437900,Sports
438040,Adventure
438040,Casual
438040,Indie
438040,Massively Multiplayer
438040,RPG
438040,Strategy
438040,Free To Play
438100,Adventure
438100,Casual
438100,Massively Multiplayer
438100,Simulation
438100,Sports
438100,Free To Play
438100,Early Access
438740,Action
439190,Action
439190,Adventure
439190,Indie
439190,RPG
439700,Massively Multiplayer
440,Action
440,Free To Play
440900,Action
440900,Adventure
440900,Massively Multiplayer
440900,RPG
440900,Simulation
440900,Strategy
442080,Adventure
442080,Massively Multiplayer
442080,RPG
442080,Free To Play
443110,Action
443110,Massively Multiplayer
443110,Simulation
443110,Free To Play
444090,Action
444090,Adventure
444090,Massively Multiplayer
444090,Strategy
444090,Free To Play
444200,Action
444200,Massively Multiplayer
444200,Simulation
444200,Strategy
444200,Free To Play
444640,Action
444640,Free To Play
444640,Strategy
446800,Simulation
447020,Simulation
447040,Action
447040,Adventure
447820,Action
447820,Indie
447820,Strategy
448510,Action
448510,Casual
448510,Indie
448510,Simulation
4500,Action
4500,RPG
450390,Free To Play
453480,Strategy
453480,Free To Play
454650,Action
454650,Adventure
454650,Casual
454650,Massively Multiplayer
4560,Action
4560,Strategy
4570,Strategy
457140,Indie
457140,Simulation
459820,Casual
459820,Indie
459820,Free To Play
460790,Action
460790,Adventure
460920,Action
460920,Sports
460930,Action
460930,Adventure
460950,Action
460950,Indie
462780,Action
462780,Adventure
462780,RPG
464920,Simulation
464920,Strategy
466240,Action
466240,Indie
466240,Free To Play
466560,Adventure
466560,Indie
466560,Simulation
466560,Strategy
4700,Strategy
470220,Casual
471710,Adventure
471710,Casual
471710,Massively Multiplayer
471710,Free To Play
474960,Action
475150,Action
475150,RPG
475550,Adventure
475550,Indie
475550,Strategy
4760,Strategy
476480,Adventure
476480,Massively Multiplayer
476600,Action
477160,Adventure
477160,Casual
477160,Indie
477160,Simulation
47790,Action
47810,RPG
47830,Action
47870,Racing
47890,Simulation
48000,Action
48000,Adventure
48000,Indie
48190,Action
48190,Adventure
482730,Simulation
482730,Sports
485510,Action
485510,RPG
48700,Action
48700,RPG
487220,Casual
487220,Indie
488790,RPG
489830,RPG
491950,Adventure
491950,Indie
491950,Simulation
4920,Action
4920,Indie
4920,Strategy
492720,Simulation
492720,Strategy
493340,Action
493340,Adventure
493340,Casual
493340,Simulation
493340,Strategy
493520,Action
49520,Action
49520,RPG
495420,Action
495420,RPG
495420,Simulation
50,Action
500,Action
50130,Action
50300,Action
50300,Adventure
504230,Action
504230,Adventure
504230,Indie
504370,Action
504370,Free To Play
50620,Action
50620,Adventure
506540,Action
506540,Adventure
506540,Free To Play
506540,Indie
506540,Massively Multiplayer
506540,Strategy
508440,Indie
508440,Simulation
508440,Strategy
509980,Action
509980,Adventure
509980,Indie
509980,Early Access
510840,Action
510840,Casual
510840,Indie
510840,Simulation
511470,Casual
511470,Indie
513710,Action
513710,Adventure
513710,Indie
513710,Massively Multiplayer
518790,Adventure
518790,Simulation
518790,Sports
519860,Action
519860,Indie
524220,Action
524220,RPG
526870,Adventure
526870,Indie
526870,Simulation
526870,Strategy
527230,Adventure
527230,Indie
527230,RPG
527230,Strategy
527430,Action
527430,Adventure
527430,Indie
527430,RPG
529340,Simulation
529340,Strategy
530700,Action
530700,Free To Play
532210,Adventure
534380,Action
534380,Adventure
534380,RPG
535930,Indie
535930,Simulation
537180,Action
537180,Adventure
537180,Casual
537180,Free To Play
537180,Massively Multiplayer
537180,RPG
544730,Casual
544730,Strategy
544750,Action
544810,Casual
544810,Indie
544810,Strategy
544810,Free To Play
546560,Action
546560,Adventure
548430,Action
550,Action
550650,Action
550650,Free To Play
550900,Action
550900,Adventure
550900,Free To Play
550900,Massively Multiplayer
550900,RPG
55100,Action
55110,Action
55150,Action
552100,Simulation
55230,Action
552500,Action
552500,Indie
552500,RPG
552520,Action
552520,Adventure
552990,Action
552990,Massively Multiplayer
552990,Simulation
552990,Strategy
552990,Free To Play
553850,Action
554620,Action
554620,Adventure
555570,Action
555570,Indie
555570,Massively Multiplayer
555570,RPG
555570,Free To Play
560130,RPG
56437,Strategy
568220,Indie
568220,Simulation
569480,Indie
569480,Simulation
569480,Strategy
570940,Action
57300,Action
57300,Adventure
57300,Indie
57690,Simulation
57690,Strategy
578080,Action
578080,Adventure
578080,Massively Multiplayer
578080,Free To Play
581320,Action
582010,Action
582160,Action
582160,Adventure
582160,RPG
582500,Action
582500,Adventure
582500,Indie
582500,Free To Play
582660,Action
582660,Adventure
582660,Massively Multiplayer
582660,RPG
582660,Strategy
583950,Strategy
585420,Action
585420,Adventure
585420,Indie
585420,Racing
585420,Simulation
585690,Action
585690,Adventure
585690,Casual
585690,Indie
588430,RPG
588430,Simulation
588430,Free To Play
588650,Action
588650,Adventure
588650,Indie
594570,Action
594570,Strategy
594650,Action
599140,Adventure
599140,Indie
599140,RPG
599140,Simulation
6000,Action
601150,Action
601430,Action
601430,Adventure
601510,Strategy
601510,Free To Play
602960,Action
602960,Indie
602960,Simulation
602960,Strategy
603850,Strategy
6060,Action
606150,Action
606150,Adventure
606150,Indie
606280,Action
606280,Adventure
606280,RPG
611500,Action
611500,Free To Play
612880,Action
613010,Adventure
613010,Indie
613100,Indie
613100,Simulation
617290,Action
617290,Adventure
617290,RPG
620,Action
620,Adventure
620980,Indie
621060,Indie
621060,Simulation
627690,Action
627690,Adventure
627690,Indie
627690,Strategy
627690,Free To Play
629520,Audio Production
629520,Utilities
629730,Action
629730,Adventure
629730,Indie
629730,RPG
629730,Simulation
629760,Action
629760,Indie
630,Action
630,Free To Play
630100,Action
630100,Free To Play
630100,Massively Multiplayer
630100,RPG
632360,Action
632360,Indie
632470,RPG
633230,Action
63380,Action
635260,Massively Multiplayer
635260,Racing
635260,Simulation
635260,Sports
636480,Action
636480,Indie
636480,Early Access
637090,Action
637090,Adventure
637090,Strategy
637650,RPG
638070,Action
638070,Indie
638070,Simulation
638070,Strategy
638970,Action
638970,Adventure
638970,RPG
640590,Action
640820,Adventure
640820,RPG
641990,Indie
641990,Simulation
641990,Strategy
644560,Adventure
644560,Indie
644560,RPG
644930,Strategy
645630,Racing
645630,Simulation
646570,Indie
646570,Strategy
646910,Action
646910,Massively Multiplayer
646910,Racing
648350,Simulation
648350,Strategy
648800,Adventure
648800,Indie
648800,Simulation
657200,Simulation
65790,Action
65790,Simulation
65790,Strategy
65800,Action
65800,Indie
65800,RPG
65800,Strategy
65930,Action
65980,Strategy
666220,Action
666220,Casual
666220,Indie
666220,Free To Play
668580,Action
668580,Adventure
668580,RPG
671860,Action
671860,Massively Multiplayer
671860,Early Access
673130,Action
673130,Adventure
673130,Indie
67370,Action
673950,Casual
673950,Indie
673950,Simulation
674020,Action
674020,Free To Play
674940,Action
674940,Casual
674940,Indie
675010,Simulation
677620,Action
677620,Free To Play
677620,Indie
678950,Action
678960,Action
678960,RPG
680420,Action
680420,Adventure
680420,RPG
681660,Action
681660,Adventure
681660,Free To Play
681660,Massively Multiplayer
681660,RPG
683320,Adventure
683320,Indie
6850,Action
6860,Action
686810,Action
686810,Indie
686810,Massively Multiplayer
686810,Simulation
686810,Strategy
6880,Action
690790,Racing
690790,Simulation
690790,Sports
6910,Action
692850,Action
692850,Adventure
692850,RPG
698780,Casual
698780,Free To Play
698780,Indie
699130,Action
70,Action
700330,Action
700330,Free To Play
701160,Adventure
701160,Indie
701160,Simulation
701160,Strategy
703080,Casual
703080,Simulation
703080,Strategy
704270,Action
704270,Adventure
704850,Action
704850,Adventure
704850,Indie
704850,Simulation
706990,Action
706990,Indie
706990,Free To Play
72850,RPG
728880,Action
728880,Casual
728880,Indie
730,Action
730,Free To Play
736220,Action
736220,Indie
736220,Massively Multiplayer
736220,Strategy
736590,Action
736590,Casual
736590,Indie
736590,Simulation
736590,Strategy
736590,Free To Play
736590,Early Access
738060,Free To Play
738060,Indie
738060,Simulation
739630,Action
739630,Indie
739630,Early Access
740130,Action
740130,RPG
744900,Action
744900,Indie
744900,Massively Multiplayer
744900,RPG
744900,Free To Play
747660,Action
747660,Adventure
747660,Indie
750920,Action
750920,Adventure
752590,Action
752590,Adventure
753640,Action
753640,Adventure
755790,Action
755790,Free To Play
755790,Massively Multiplayer
760160,Action
760160,Free To Play
761890,Massively Multiplayer
761890,RPG
761890,Free To Play
766570,Adventure
766570,Casual
766570,Massively Multiplayer
766570,RPG
766570,Simulation
766570,Sports
766570,Free To Play
7670,Action
7670,RPG
767560,Action
767560,Free To Play
774171,Action
774171,Casual
774171,Indie
774361,Action
774361,Adventure
774361,Indie
775500,Action
775500,Adventure
775500,RPG
779340,Action
779340,Strategy
780310,Action
780310,Adventure
780310,Indie
780310,RPG
780310,Simulation
780310,Strategy
782330,Action
783770,Action
783770,Free To Play
787860,Simulation
788100,Action
788100,Adventure
788100,Indie
788100,RPG
7940,Action
794260,RPG
80,Action
805550,Racing
805550,Simulation
805550,Sports
809960,Action
809960,Adventure
809960,Free To Play
809960,Indie
809960,Massively Multiplayer
809960,Early Access
812140,Action
812140,Adventure
812140,RPG
813780,Strategy
813820,Action
813820,Free To Play
813820,Early Access
814380,Action
814380,Adventure
815370,Action
815370,Adventure
815370,Indie
815370,Simulation
816020,Action
8190,Action
8190,Adventure
823130,Action
823130,Indie
823130,Free To Play
823500,Action
823500,Adventure
823500,Indie
823500,Simulation
834910,Action
834910,Adventure
834910,Massively Multiplayer
834910,RPG
834910,Early Access
837470,Action
837470,Indie
838350,Adventure
838350,Casual
838350,Indie
838350,RPG
838350,Strategy
838350,Early Access
841370,Simulation
841370,Sports
843380,Action
843380,Adventure
843380,Casual
843380,Indie
843380,Massively Multiplayer
843380,Free To Play
844870,Action
844870,Free To Play
844870,Early Access
845070,Adventure
845070,Free To Play
848450,Adventure
848450,Indie
8500,Action
8500,Massively Multiplayer
8500,RPG
8500,Strategy
8500,Free To Play
851850,Action
851850,RPG
858820,Action
858820,Adventure
858820,Indie
858820,RPG
863550,Action
868270,Action
868270,Free To Play
868270,Massively Multiplayer
870780,Action
870780,Adventure
871720,Action
871720,Free To Play
871720,Indie
872790,Simulation
872790,Sports
880940,Action
880940,Casual
880940,Indie
881020,Action
881020,Adventure
881020,RPG
881100,Action
881100,Adventure
881100,Indie
881100,RPG
881100,Simulation
883710,Action
884660,Action
884660,Massively Multiplayer
884660,Free To Play
8850,Action
8870,Action
892970,Action
892970,Adventure
892970,Indie
892970,RPG
892970,Early Access
8930,Strategy
893520,Action
893520,Adventure
893520,Casual
893520,Massively Multiplayer
8980,Action
8980,RPG
899440,Action
899770,Action
899770,Adventure
899770,Indie
899770,RPG
9010,Action
901583,Action
901583,Adventure
905370,Action
905370,Massively Multiplayer
905370,Strategy
905370,Free To Play
918570,Action
918570,Indie
918570,Racing
918570,Free To Play
920210,Action
920210,Adventure
921630,Casual
921630,Indie
921630,Racing
924970,Action
933110,Strategy
933110,Free To Play
9340,Action
9340,Strategy
939960,Action
939960,Adventure
942970,Indie
942970,RPG
942970,Simulation
945360,Casual
9480,Action
949230,Simulation
952060,Action
955050,Action
955050,Adventure
955050,Indie
96000,Adventure
96000,Casual
96000,Indie
960090,Strategy
96100,Action
96100,Casual
96100,Indie
961200,Action
961200,Strategy
961200,Free To Play
962130,Action
962130,Adventure
967050,Action
967050,Adventure
967050,Casual
967050,Indie
967050,Strategy
972660,Adventure
972660,Indie
972660,Simulation
975370,Indie
975370,Simulation
975370,Strategy
976310,Action
976730,Action
977950,Indie
979690,Action
979690,Adventure
979690,Indie
979690,RPG
9900,Massively Multiplayer
9900,RPG
9900,Free To Play
990080,Action
990080,Adventure
990080,RPG
993090,Utilities
996580,Action
996580,Adventure
99900,Action
99900,Adventure
99900,Casual
99900,Free To Play
99900,Indie
99900,Massively Multiplayer
99900,RPG
